#Data tag : 24v2 , Norm tag: composite
# brilcalc lumi --normtag /cvmfs/cms-bril.cern.ch/cms-lumi-pog/Normtags/normtag_PHYSICS.json -u /fb --begin 348457 --end 362782 > lumi_2022.txt
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 356165:8046 | 07/25/22 19:01:11 | 85   | 70   | 0.013242554    | 0.010862352   |
| 356170:8046 | 07/25/22 19:34:01 | 26   | 3    | 0.003931117    | 0.000292016   |
| 356174:8046 | 07/25/22 19:44:07 | 7    | 3    | 0.001046680    | 0.000268760   |
| 356175:8046 | 07/25/22 19:46:32 | 16   | 1    | 0.001012379    | 0.000015262   |
| 356177:8046 | 07/25/22 19:52:27 | 7    | 7    | 0              | 0             |
| 356309:8057 | 07/27/22 17:55:16 | 131  | 131  | 0.012013571    | 0.011129693   |
| 356316:8058 | 07/27/22 21:39:15 | 187  | 187  | 0.011579794    | 0.011309312   |
| 356321:8059 | 07/28/22 00:59:10 | 93   | 87   | 0.010821238    | 0.009178372   |
| 356322:8059 | 07/28/22 01:35:06 | 26   | 19   | 0.003112618    | 0.002064846   |
| 356323:8059 | 07/28/22 01:45:01 | 656  | 656  | 0.075951049    | 0.072194113   |
| 356371:8062 | 07/28/22 16:45:47 | 36   | 36   | 0.004006434    | 0.002975206   |
| 356375:8063 | 07/28/22 19:03:54 | 161  | 149  | 0.022011870    | 0.016049581   |
| 356377:8063 | 07/28/22 20:06:09 | 4    | 2    | 0.000619120    | 0.000024802   |
| 356378:8063 | 07/28/22 20:07:42 | 317  | 304  | 0.046466888    | 0.042518803   |
| 356381:8063 | 07/28/22 22:10:47 | 1220 | 1193 | 0.135765558    | 0.131360427   |
| 356383:8063 | 07/29/22 06:04:41 | 46   | 36   | 0.004030764    | 0.003032139   |
| 356384:8063 | 07/29/22 06:22:20 | 11   | 3    | 0.000965080    | 0.000010255   |
| 356385:8063 | 07/29/22 06:26:25 | 38   | 31   | 0.003305446    | 0.002492206   |
| 356386:8063 | 07/29/22 06:41:02 | 135  | 135  | 0.009333494    | 0.009179103   |
| 356426:8067 | 07/29/22 13:49:44 | 35   | 30   | 0.005069106    | 0.002850876   |
| 356427:8067 | 07/29/22 14:03:18 | 22   | 14   | 0.003523848    | 0.001824722   |
| 356428:8067 | 07/29/22 14:11:32 | 471  | 462  | 0.076363422    | 0.071867066   |
| 356431:8067 | 07/29/22 17:14:17 | 7    | 2    | 0.001188483    | 0.000062547   |
| 356432:8067 | 07/29/22 17:16:47 | 10   | 2    | 0.001706229    | 0.000040234   |
| 356433:8067 | 07/29/22 17:20:28 | 316  | 310  | 0.050573035    | 0.047882330   |
| 356434:8067 | 07/29/22 19:22:54 | 21   | 13   | 0.003148755    | 0.001716761   |
| 356435:8067 | 07/29/22 19:31:01 | 14   | 8    | 0.002082477    | 0.000889646   |
| 356436:8067 | 07/29/22 19:36:07 | 18   | 18   | 0.001743361    | 0.001702458   |
| 356446:8068 | 07/29/22 22:05:07 | 620  | 620  | 0.096010974    | 0.092929006   |
| 356466:8072 | 07/30/22 09:56:01 | 258  | 252  | 0.038674734    | 0.035999103   |
| 356467:8072 | 07/30/22 11:36:15 | 274  | 266  | 0.043055160    | 0.035881161   |
| 356468:8072 | 07/30/22 13:22:32 | 7    | 3    | 0.001102055    | 0.000069861   |
| 356469:8072 | 07/30/22 13:25:06 | 122  | 109  | 0.019046285    | 0.014092281   |
| 356470:8072 | 07/30/22 14:12:23 | 20   | 3    | 0.003162970    | 0.000000060   |
| 356471:8072 | 07/30/22 14:20:00 | 25   | 7    | 0.003915910    | 0.000899673   |
| 356472:8072 | 07/30/22 14:29:33 | 76   | 68   | 0.010332070    | 0.009291874   |
| 356473:8072 | 07/30/22 14:58:57 | 160  | 143  | 0.024168373    | 0.020735375   |
| 356474:8072 | 07/30/22 16:00:58 | 28   | 21   | 0.004095669    | 0.002788868   |
| 356475:8072 | 07/30/22 16:11:35 | 6    | 3    | 0.000879082    | 0.000006201   |
| 356476:8072 | 07/30/22 16:13:40 | 41   | 28   | 0.005916001    | 0.003648881   |
| 356478:8072 | 07/30/22 16:29:15 | 679  | 671  | 0.085264309    | 0.082375665   |
| 356479:8072 | 07/30/22 20:52:47 | 9    | 3    | 0.000986251    | 0.000000003   |
| 356480:8072 | 07/30/22 20:55:56 | 16   | 8    | 0.001754847    | 0.000000003   |
| 356481:8072 | 07/30/22 21:02:07 | 221  | 221  | 0.021613101    | 0.021373358   |
| 356488:8073 | 07/31/22 00:47:34 | 240  | 233  | 0.036162195    | 0.033582037   |
| 356489:8073 | 07/31/22 02:20:33 | 489  | 489  | 0.073697104    | 0.070671767   |
| 356523:8076 | 07/31/22 18:50:55 | 910  | 903  | 0.172022485    | 0.167261964   |
| 356524:8076 | 08/01/22 00:44:06 | 23   | 16   | 0.004165832    | 0.000106443   |
| 356525:8076 | 08/01/22 00:52:59 | 18   | 14   | 0.003235690    | 0.000169209   |
| 356526:8076 | 08/01/22 00:59:51 | 27   | 15   | 0.004815558    | 0.000188797   |
| 356527:8076 | 08/01/22 01:10:20 | 18   | 11   | 0.003181267    | 0.000071360   |
| 356528:8076 | 08/01/22 01:17:20 | 21   | 13   | 0.003679902    | 0.000145328   |
| 356529:8076 | 08/01/22 01:25:29 | 86   | 22   | 0.014699783    | 0.000143392   |
| 356530:8076 | 08/01/22 01:58:33 | 31   | 11   | 0.005182490    | 0.001468341   |
| 356531:8076 | 08/01/22 02:10:15 | 66   | 66   | 0.009119290    | 0.008972442   |
| 356563:8078 | 08/01/22 14:48:31 | 312  | 312  | 0.055965863    | 0.054812698   |
| 356568:8079 | 08/01/22 18:52:00 | 34   | 25   | 0.004760081    | 0.003385807   |
| 356569:8079 | 08/01/22 19:05:00 | 264  | 250  | 0.049638258    | 0.045325918   |
| 356570:8079 | 08/01/22 20:47:20 | 109  | 109  | 0.019518265    | 0.019096323   |
| 356576:8081 | 08/02/22 05:10:44 | 191  | 184  | 0.028706746    | 0.026172237   |
| 356577:8081 | 08/02/22 06:24:41 | 39   | 31   | 0.007558113    | 0.005691279   |
| 356578:8081 | 08/02/22 06:39:29 | 880  | 865  | 0.159784211    | 0.154532409   |
| 356580:8081 | 08/02/22 12:21:24 | 57   | 50   | 0.008956674    | 0.007737180   |
| 356581:8081 | 08/02/22 12:43:21 | 104  | 93   | 0.016004981    | 0.008922086   |
| 356582:8081 | 08/02/22 13:23:37 | 104  | 104  | 0.015308584    | 0.015143470   |
| 356613:8083 | 08/02/22 18:10:28 | 41   | 36   | 0.004403621    | 0.003195641   |
| 356614:8083 | 08/02/22 18:26:15 | 70   | 62   | 0.012994684    | 0.008924376   |
| 356615:8083 | 08/02/22 18:53:13 | 1306 | 1297 | 0.236929012    | 0.231009012   |
| 356616:8083 | 08/03/22 03:20:23 | 12   | 8    | 0.001775177    | 0.000000002   |
| 356617:8083 | 08/03/22 03:24:55 | 8    | 2    | 0.001186802    | 0.000000002   |
| 356618:8083 | 08/03/22 03:27:47 | 9    | 2    | 0.001309635    | 0.000000002   |
| 356619:8083 | 08/03/22 03:31:02 | 201  | 201  | 0.024261009    | 0.023994573   |
| 356709:8087 | 08/03/22 22:03:47 | 128  | 128  | 0.025231001    | 0.016952745   |
| 356719:8088 | 08/04/22 01:05:17 | 896  | 891  | 0.211429512    | 0.204387399   |
| 356720:8088 | 08/04/22 06:53:24 | 107  | 99   | 0.025361619    | 0.022701304   |
| 356721:8088 | 08/04/22 07:34:55 | 39   | 33   | 0.008999533    | 0.006722006   |
| 356722:8088 | 08/04/22 07:49:52 | 586  | 586  | 0.115955147    | 0.113718720   |
| 356788:8091 | 08/04/22 19:35:16 | 138  | 130  | 0.036962276    | 0.032730343   |
| 356789:8091 | 08/04/22 20:28:38 | 118  | 118  | 0.031316399    | 0.030352564   |
| 356810:8094 | 08/05/22 02:19:24 | 139  | 133  | 0.031769877    | 0.028725604   |
| 356811:8094 | 08/05/22 03:13:06 | 59   | 52   | 0.017811310    | 0.014819204   |
| 356812:8094 | 08/05/22 03:35:55 | 121  | 115  | 0.034904249    | 0.031865030   |
| 356813:8094 | 08/05/22 04:22:46 | 68   | 62   | 0.018856244    | 0.016362990   |
| 356814:8094 | 08/05/22 04:48:52 | 680  | 672  | 0.161526398    | 0.156811891   |
| 356815:8094 | 08/05/22 09:13:01 | 222  | 219  | 0.044027558    | 0.042702715   |
| 356824:8094 | 08/05/22 10:39:04 | 72   | 66   | 0.011541526    | 0.009487013   |
| 356825:8094 | 08/05/22 11:06:54 | 8    | 8    | 0.000649235    | 0.000538965   |
| 356902:8098 | 08/06/22 01:12:57 | 38   | 30   | 0.009419280    | 0.000515856   |
| 356906:8098 | 08/06/22 01:27:24 | 7    | 3    | 0.001877662    | 0.000440575   |
| 356908:8098 | 08/06/22 01:30:07 | 33   | 33   | 0.007645126    | 0.007133667   |
| 356919:8099 | 08/06/22 03:55:58 | 101  | 101  | 0.022458063    | 0.021463012   |
| 356937:8100 | 08/06/22 14:01:53 | 125  | 125  | 0.029871346    | 0.028524002   |
| 356943:8102 | 08/06/22 17:25:42 | 206  | 199  | 0.062358607    | 0.056085956   |
| 356944:8102 | 08/06/22 18:45:27 | 38   | 23   | 0.012787892    | 0.005217749   |
| 356945:8102 | 08/06/22 19:00:13 | 136  | 128  | 0.040060210    | 0.036006186   |
| 356946:8102 | 08/06/22 19:52:44 | 138  | 129  | 0.041305605    | 0.034507331   |
| 356947:8102 | 08/06/22 20:46:12 | 355  | 350  | 0.096053284    | 0.090602295   |
| 356948:8102 | 08/06/22 23:03:58 | 94   | 88   | 0.023003221    | 0.019945891   |
| 356949:8102 | 08/06/22 23:40:25 | 116  | 110  | 0.027137079    | 0.024717622   |
| 356950:8102 | 08/07/22 00:25:07 | 12   | 7    | 0.002781081    | 0.000001911   |
| 356951:8102 | 08/07/22 00:29:25 | 289  | 284  | 0.063102254    | 0.060485106   |
| 356952:8102 | 08/07/22 02:21:23 | 9    | 4    | 0.001865756    | 0.000000003   |
| 356953:8102 | 08/07/22 02:24:46 | 11   | 6    | 0.002264492    | 0.000000002   |
| 356954:8102 | 08/07/22 02:28:59 | 368  | 365  | 0.070957097    | 0.067964381   |
| 356955:8102 | 08/07/22 04:51:58 | 383  | 380  | 0.065036273    | 0.063311520   |
| 356956:8102 | 08/07/22 07:20:44 | 119  | 119  | 0.016195747    | 0.015912092   |
| 356968:8103 | 08/07/22 10:59:20 | 194  | 187  | 0.055157690    | 0.051017740   |
| 356969:8103 | 08/07/22 12:14:36 | 243  | 236  | 0.071740142    | 0.066250781   |
| 356970:8103 | 08/07/22 13:48:42 | 381  | 371  | 0.097392120    | 0.094907617   |
| 356977:8103 | 08/07/22 16:16:23 | 29   | 29   | 0              | 0             |
| 356997:8106 | 08/08/22 05:45:05 | 132  | 125  | 0.038671672    | 0.034049288   |
| 356998:8106 | 08/08/22 06:36:19 | 21   | 16   | 0.006900853    | 0.004579245   |
| 356999:8106 | 08/08/22 06:44:07 | 62   | 58   | 0.019973299    | 0.016770473   |
| 357000:8106 | 08/08/22 07:08:08 | 55   | 50   | 0.013485535    | 0.010918030   |
| 357001:8106 | 08/08/22 07:29:31 | 212  | 200  | 0.052590117    | 0.050873486   |
| 357005:8106 | 08/08/22 08:51:33 | 50   | 4    | 0              | 0             |
| 357059:8108 | 08/08/22 16:49:29 | 5    | 5    | 0.000077940    | 0.000071406   |
| 357070:8111 | 08/09/22 00:58:16 | 16   | 16   | 0.001276595    | 0.001105741   |
| 357076:8112 | 08/09/22 02:54:58 | 13   | 8    | 0.002590926    | 0.000916147   |
| 357077:8112 | 08/09/22 02:59:44 | 96   | 91   | 0.030928545    | 0.027325264   |
| 357078:8112 | 08/09/22 03:36:49 | 169  | 163  | 0.063495085    | 0.057639835   |
| 357079:8112 | 08/09/22 04:42:08 | 28   | 22   | 0.009801601    | 0.007410199   |
| 357080:8112 | 08/09/22 04:52:58 | 669  | 662  | 0.213065319    | 0.203779274   |
| 357081:8112 | 08/09/22 09:12:46 | 766  | 766  | 0.180206745    | 0.176532357   |
| 357096:8113 | 08/09/22 16:54:25 | 18   | 12   | 0.004702927    | 0.002141884   |
| 357098:8113 | 08/09/22 17:01:25 | 79   | 71   | 0.021577361    | 0.017622008   |
| 357100:8113 | 08/09/22 17:32:07 | 48   | 44   | 0.018033417    | 0.015107427   |
| 357101:8113 | 08/09/22 17:50:32 | 151  | 130  | 0.051479388    | 0.041431017   |
| 357102:8113 | 08/09/22 18:48:55 | 142  | 138  | 0.049270469    | 0.042869058   |
| 357103:8113 | 08/09/22 19:44:00 | 41   | 35   | 0.013565816    | 0.010650349   |
| 357104:8113 | 08/09/22 19:59:35 | 13   | 5    | 0.004248720    | 0.001398454   |
| 357105:8113 | 08/09/22 20:04:24 | 56   | 50   | 0.017937167    | 0.014879683   |
| 357106:8113 | 08/09/22 20:26:05 | 66   | 60   | 0.020659049    | 0.017022677   |
| 357110:8113 | 08/09/22 20:51:38 | 35   | 28   | 0.010720453    | 0.007578062   |
| 357112:8113 | 08/09/22 21:05:03 | 534  | 534  | 0.140533868    | 0.134186514   |
| 357268:8115 | 08/10/22 19:33:13 | 86   | 76   | 0.027690580    | 0.021418321   |
| 357269:8115 | 08/10/22 20:06:16 | 7    | 2    | 0.002680360    | 0.000091967   |
| 357270:8115 | 08/10/22 20:09:00 | 5    | 2    | 0.001903208    | 0.000070931   |
| 357271:8115 | 08/10/22 20:10:57 | 1584 | 1584 | 0.450165401    | 0.419328601   |
| 357328:8118 | 08/11/22 19:45:10 | 73   | 64   | 0.022483586    | 0.016740320   |
| 357329:8118 | 08/11/22 20:13:21 | 673  | 669  | 0.233431918    | 0.217219314   |
| 357330:8118 | 08/12/22 00:34:27 | 165  | 157  | 0.048587778    | 0.042451168   |
| 357331:8118 | 08/12/22 01:38:29 | 31   | 24   | 0.008722218    | 0.005561528   |
| 357332:8118 | 08/12/22 01:50:29 | 440  | 430  | 0.112700247    | 0.097900887   |
| 357333:8118 | 08/12/22 04:41:18 | 217  | 217  | 0.046019819    | 0.043887062   |
| 357401:8120 | 08/12/22 18:56:39 | 626  | 626  | 0.172398558    | 0.167685650   |
| 357406:8121 | 08/13/22 02:46:57 | 154  | 154  | 0.035453248    | 0.033557331   |
| 357438:8124 | 08/13/22 14:36:38 | 227  | 198  | 0.077950300    | 0.061987491   |
| 357440:8124 | 08/13/22 16:04:46 | 362  | 354  | 0.123145628    | 0.113610385   |
